Component,Origin,License,Copyright
windows-sys,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows-targets,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_aarch64_gnullvm,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_aarch64_msvc,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_i686_gnu,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_i686_gnullvm,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_i686_msvc,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_x86_64_gnu,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_x86_64_gnullvm,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
windows_x86_64_msvc,https://github.com/microsoft/windows-rs,MIT OR Apache-2.0,Microsoft Corporation
winnow,https://github.com/winnow-rs/winnow,MIT,The winnow Authors
winver,https://github.com/rhysd/winver,MIT,The winver Authors
wit-bindgen,https://github.com/bytecodealliance/wit-bindgen,Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT,The wit-bindgen Authors
writeable,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
xattr,https://github.com/Stebalien/xattr,MIT OR Apache-2.0,Steven Allen
yoke,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
yoke-derive,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zerocopy,https://github.com/google/zerocopy,BSD-2-Clause OR Apache-2.0 OR MIT,The Fuchsia Authors
zerocopy-derive,https://github.com/google/zerocopy,BSD-2-Clause OR Apache-2.0 OR MIT,The Fuchsia Authors
zerofrom,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zerofrom-derive,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zeroize,https://github.com/RustCrypto/utils,Apache-2.0 OR MIT,The RustCrypto Project Developers
zeroize_derive,https://github.com/RustCrypto/utils/tree/master/zeroize/derive,Apache-2.0 OR MIT,The RustCrypto Project Developers
zerotrie,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zerovec,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zerovec-derive,https://github.com/unicode-org/icu4x,Unicode-3.0,Unicode; Inc
zip,https://github.com/zip-rs/zip2.git,MIT,Mathijs van de Nes
zlib-rs,https://github.com/trifectatechfoundation/zlib-rs,Zlib,The zlib-rs Authors
zopfli,https://github.com/zopfli-rs/zopfli,Apache-2.0,Google Inc
zstd,https://github.com/gyscos/zstd-rs,MIT,Alexandre Bury
zstd-safe,https://github.com/gyscos/zstd-rs,MIT OR Apache-2.0,Alexandre Bury
zstd-sys,https://github.com/gyscos/zstd-rs,MIT/Apache-2.0,Alexandre Bury
zwohash,https://github.com/jix/zwohash/,0BSD,The zwohash Authors
